story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1," A is the correct answer.
Context: Jane was a professor teaching piano to students. Jane spent the morning sipping coffee and reading a book.
Hypothesis choices: A. Two of Jane's students were early for their lessons. B. None of Jane's students had a lesson that day"
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1," A. Nate spent the summer traveling and partying.
Context: Nate was a freshman in college. Nate's freshman year in college was a total blast!
Hypothesis choices: A. Nate was a freshman in college. B. Nate decided to spend the entire summer working in the Mines."
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1," A. Anne started losing weight and soon wasn't very hungry.
Context: Anne decided to cut out carbs from her diet. After a few weeks she did not even miss carbs at all!
Hypothesis choices: A. Anne started losing weight and soon wasn't very hungry.
"
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1," A is the correct answer.
Context: Dan's neighbors know him for having a strange pet. Dan is glad to have his pet pig be a part of his family.
Hypothesis choices: A. Dan adopted a pig. B. Dan doesn't like people knowing about his pet pig."
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1," A. Jason found a cartoon book at the library.
Hypothesis choices: A. Jason found a cartoon book at the library. B. Jason found a cartoon book at the library.
Answer: B. Jason found a cartoon book at the library.
Hypothesis choices: A"
8d12101b-5a38-4bde-9366-c9ca32514f9c-1," A. His buddy Charles was already there.
Context: Tom applied for a job at a call center. Tom and his friend had a lot of fun working together.
Hypothesis choices: A. His buddy Charles was already there. B. Tom worked with his father.
Answer: B"
a16ce8ce-9f32-441a-8113-6997d8988ece-1," A. Some of the other players insulted Bob.
The correct answer is A. Some of the other players insulted Bob.
The correct answer is B. He called someone online an asshole.
The correct answer is A. Some of the other players insulted Bob.
The correct answer is B"
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1," A. Tom's business plan made money for the hotel.
Hypothesis choices: A. Tom's business plan made money for the hotel. B. Because of no experience, Tom was demoted to another position.
Answer: B. Because of no experience, Tom was demoted"
903210da-9c27-4efb-b546-b3af848a153d-1," A. The boyfriends were american citizens.
Context: Two girls have boyfriends in isis. ISIS killed them.
Hypothesis choices: A. the boyfriends were american citizens. B. The girls become involved with ISIS.
Answer: B. The girls become involved with ISIS."
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1," A. Beth found the fireflies had eaten.
Context: Beth caught two fireflies in a jar. It turned out they never survive when caught.
Hypothesis choices: A. Beth found the fireflies had eaten. B. beth found the fireflies dead.
Answer: B"
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1," A. I had a corgie bite, causing me hallucinations.
Context: I was four years old the first time I was ever bitten by a dog. I tugged it, and the Dalmatian gave me some spots of my own.
Hypothesis choices: A. I had"
bb63a874-2cf1-4ffc-8f75-b403c0b26be52," A. The car was in great condition.
Context: My husband and I rented a car on vacation. We look forward to renting from that same car company again.
Hypothesis choices: A. The car was in great condition. B. The driver was so miserable and played raggae music."
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1," A is more probable.
Context: I noticed my dresser was getting empty. My dresser was completely full once again.
Hypothesis choices: A. I went shopping and bought more groceries.
B. I decided to get some new clothes.
Answer: A is more"
3a317d9a-06fd-4363-80d8-e0be38097d0d-1," A. One of the balls came loose and he lost control of the truck.
Context: Frank was hauling bowling balls in his truck. Frank screamed as he tumbled into the water.
Hypothesis choices: A. One of the balls came loose and he lost control of the truck. B"
4140e766-050c-4811-887e-8b12e2be190d-1," A. Dan hit a pipe.
Context: Dan was digging in his yard to put in an extension to his home. When he sniffed the air he realized he'd struck a sewage pipe. He was digging in the ground and he hit a pipe.
Hypothesis choices: A."
96996797-6369-4709-9841-6dae421189f6-1," A. Bobby singed up for a tutoring class.
Hypothesis choices: A. Bobby was having trouble in Algebra. B. Bobby was having trouble in Algebra.
Answer: A. Bobby was having trouble in Algebra.
Hypothesis choices: A. Bobby"
dffc1dd8-40d1-4ad8-b437-b154915783c8-1," A is the more probable explanation of the given context.
Context: Fran was driving along the winding lane. She'd decided she'd make a stew out of it when she got home.
Hypothesis choices: A. Along the winding lane she saw apple trees. B. Fran found some road"
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1," A. Mike decided to get a new job inside of a building.
Hypothesis choices: A. Mike decided to get a new job inside of a building. B. Mike decided to be outside in the cold.
Answer: B. Mike decided to be outside in the cold.
H"
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1," A. I determined the bad sound came from worn out spark plugs, which I then replaced.
Context: My race car sounded like it needed a new engine. My engine ran great again and I saved money.
Hypothesis choices: A. I determined the bad sound came from worn out spark plug"
22577f17-e744-4fa0-a8e7-ae764842498c-1," A. Gina had to use the restroom.
Context: Gin's climbed through a window to get into her house. Her brothers raced each other to the one in the basement.
Hypothesis choices: A. Gin's brothers got stuck in the basement window. B. Gin's"
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1," A. She got there late.
Context: Today Ally went to the beach. Sally had to go home.
Hypothesis choices: A. She got there late. B. Sally saw her friend ally at the beach.
Answer: B. Sally saw her friend ally at the beach"
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1," A. Julie read a flyer attached to a pole. It was about a lost dog.
Context: Julie decided to go out for a walk. During her walk Julie found the dog and returned it to it's owner.
Hypothesis choices: A. Julie read a flyer attached to a"
