story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Jane was a professor teaching piano to students. Two of Jane's students were early for their lessons. Jane spent the morning sipping coffee and reading a book. Scenario B:"
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: The weather was so hot that the ice cream melted. The ice cream melted. Scenario B: The weather was so hot that the ice cream melted. The ice cream melted."
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,"

The correct choice is: A.

The context is: I was in a hurry to get to the airport. I was running late. I was running late.
The hypothesis choice are: A. I was running late. B. I was running late. 
The correct choice is: A"
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Dan's neighbors know him for having a strange pet. Dan adopted a pig. Dan is glad to have his pet pig be a part of his family. Scenario B:"
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,"

The correct choice is: B.

The context is: I was a terrible student. I got a tutor. I got a tutor because I was a terrible student.
The hypothesis choice are: A. I was a terrible student. B. I was a good student. 
The correct choice"
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Tom applied for a job at a call center. His buddy Charles was already there. Tom and his friend had a lot of fun working together. Scenario B: Tom applied for"
a16ce8ce-9f32-441a-8113-6997d8988ece-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Bob was playing league of legends. Some of the other players insulted Bob. Bob was banned from the game for a month afterwards. Scenario B: Bob was playing league of legends"
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Tom's business decided to buy a franchised hotel. Tom's business plan made money for the hotel. The hotel profit grew and the business gave Tom huge bonus pay."
903210da-9c27-4efb-b546-b3af848a153d-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: A man was in a car accident. He was in a coma for 3 months. Scenario B: A man was in a car accident. He was in a coma for"
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Beth caught two fireflies in a jar. Beth found the fireflies had eaten. It turned out they never survive when caught. Scenario B: Beth caught two fireflies in"
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I was four years old the first time I was ever bitten by a dog. I had a corgie bite, causing me hallucinations. I tugged it, and the Dalmat"
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I was invited to a party. I was excited to go. Scenario B: I was invited to a party. I was not excited to go.

The correct choice"
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I noticed my dresser was getting empty. I went shopping and bought more groceries. My dresser was completely full once again. Scenario B: I noticed my dresser was getting empty."
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Frank was hauling bowling balls in his truck. One of the balls came loose and he lost control of the truck. Frank screamed as he tumbled into the water. Scenario B:"
4140e766-050c-4811-887e-8b12e2be190d-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Dan was digging in his yard to put in an extension to his home. Dan hit a pipe. When he sniffed the air he realized he'd struck a sewage pipe. Sc"
96996797-6369-4709-9841-6dae421189f6-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Bobby was having trouble in Algebra. Bobby singed up for a tutoring class. On Monday, Bobby made an A on his Algebra test. Scenario B: Bobby was having trouble"
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Fran drove along the winding lane. Along the winding lane she saw apple trees. She'd decided she'd make a stew out of it when she got home. Scenario"
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: The dog was always hungry. The dog was always hungry because it was a puppy. Scenario B: The dog was always hungry. The dog was always hungry because it was a"
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I was in a hurry to get to work. I was late. Scenario B: I was in a hurry to get to work. I was late.

The correct"
22577f17-e744-4fa0-a8e7-ae764842498c-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Gin's climbed through a window to get into her house. Gina had to use the restroom. Her brothers raced each other to the one in the basement. Scenario B:"
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,"

The hypothesis choice are: A. Ally went to the beach. B. Sally went to the beach. 
The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Today Ally went to the beach. She got there late. Sally"
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Julie decided to go out for a walk. Julie read a flyer attached to a pole. It was about a lost dog. During her walk Julie found the dog and returned it to"
ff38d303-fc0d-498f-9342-e193a85cffb5-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Jimmy had to get a root canal. Jimmy got plenty of novocaine for the procedure. He did not feel a thing and the procedure went smoothly. Scenario B: Jimmy"
e2930580-f202-4f81-b00a-57082c17fd9c-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Cynthia really loved video games. She quit video games and started walking. After just a few months she had lost the weight. Scenario B: Cynthia really loved video games. She"
40ceae28-9539-4b79-94b8-bc3314d479a6-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Jorge has always wanted to learn his father's famous recipe for beans. Jorge asked his father one day for the recipe. Jorge is proud he has finally learned his father's"
71770122-dc12-4954-84d5-273e789321e32,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Jenny wanted to learn how to ride a horse. Jenny was scared of the horse. She decided to come back soon for another fun lesson. Scenario B: Jenny wanted to learn"
dd50749a-103a-4348-80e7-f23d88bad4a9-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Evan forget to study for his math test. he was smart and knew the information. Evan got an A on the test but his classmate was accused of cheating. Scenario B"
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I wanted to do a different thing than the usual. I decided to get the movie my friend suggested but I didn't think I'd like. I brought the movie home"
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: The man was sitting on the plane. The man saw a kid that needed help there. The man reported the kid to the flight attendants. Scenario B: The man was sitting"
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Bill was late on the rent. Bill gave the landlord a notice to vacate. He had to move out within the month. Scenario B: Bill was late on the rent"
5d0297ab-96c9-48ba-a71d-0da91c57a8ff-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I asked my mother what she wanted me to make for Thanksgiving. She said I could try making pumpkin pie. We loved the soup! Scenario B: I asked my mother what"
23a791d7-8563-416c-8768-c29df02554bc-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I was not able to go and buy a tree. I had a stroke in 2011 and we have not had a real tree since. Scenario B: I was not"
eb3c880b-ca0e-41a4-aa8c-3e602ed593c01,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I love taking long warm showers. Showers make me sleepy. That's why I take two of them every day. Scenario B: I love taking long warm showers."
44a68868-fdf2-4be3-93ad-86599c342dce-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Susan always had stomach pain since she was little. Susan listened to her doctor and realized she was lactose intolerant. She started treatment, and for the first time, felt healthy."
aa917ce0-43a2-46ff-bd14-5d5bdd574263-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: My stepmother was a wicked woman. She claimed to have befriended a ghost. I told my dad what she did, but he didn't believe me. Scenario B"
237f8984-25de-4a4c-99a8-a99219f1d605-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: We brought our cat home to our new house. Our neighbor doesn't like our cat because it gets in his yard. Now he comes to our house to yell and his at"
fd33b1f3-83ad-4947-995e-9d1d69be059f-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Last Saturday, my wife went to a Christmas bazaar. My wife entered some raffles at the Christmas bazaar. I hope we win some raffles. Scenario B:"
8004aded-0087-4023-9f7e-745ec3242ac1-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Liam wanted a new video game. He saved for ten minutes for a new game. He was very proud of himself for saving his money. Scenario B: Liam wanted a new"
7f6a1dae-f4db-4cf3-8038-f4004c17dca1-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: I was playing a soccer match for my University. I was able to score two goals at the beginning. It was a close game, but without me, the team was unable to"
7e890b79-8562-4a6a-bf77-529ee329742a-1,"

The correct choice is: A.

Next, I will give you an example for test.
                #Scenario A: Adam forgot his lunch at home. His friends felt bad and gave them some of their food. Adam was happy at his friend's generosity. Scenario B: Adam forgot his"
