story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,"

The correct choice is: B. None of Jane's students had an early lesson.

Now here is why we should all start paying attention to the above. The correct choice is B. None of Jane's students had an early lesson. I know right? Because this choice makes zero logical sense. Yet"
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,"

The correct choice is: C. Nate did not have the summer off.

The context is: Nate was waiting at the car wash to do his homework. Nate was using the computer on the porch. This is a case I like to use where a person who is feeling sorry for himself, is trying"
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,"

The correct choices are: A. Anne started losing weight. B. She wanted to bulk up.

The context is: When people buy chocolate chip cookies, 99 percent of the time they choose white chocolate or brown chocolate. If you asked them which type they liked, most people would select white chocolate."
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,"

The correct choice is B. Dan doesn't like people knowing about his pet pig.

Test 1: You have 2 hypotheses. Hypothesis, A and the context, B. You also have to choose the more likely explanation from a pair of hypotheses choices. Then you compare both choices and come up"
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1," C. Jason found a book at school that taught hands on kung-fu.

The correct choice is: C. After reading many books Jason needs to take classes to learn kung-fu.

Last, I will give you an example for trial. The context is: Mr. Smith thinks that"
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,"

The correct choices are: A. His buddy Charles was already there. B. Tom worked with his father.

A. A doctor was in office and the patient's husband was in the waiting room. B. The doctor was out in the waiting room.

I just want to remind you that"
a16ce8ce-9f32-441a-8113-6997d8988ece-1,"

The correct choice is: B. He called someone online an asshole.

Next, we will give you an example and then we will see how the different tests relate together in general.

The context is: Bob was playing league of legends. Bob was banned from the game for a month afterwards."
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,"

The correct choices are: B. The hotel profitability went up because Tom got demoted.

We end the test using a context free set of reasoning tasks but with a few simple questions for you to try out on yourself. I will answer your questions in the comment section below and your score will be kept"
903210da-9c27-4efb-b546-b3af848a153d-1,"

The correct choice is B. ISIS killed the 2 girls, so the 2 girls got involved with ISIS.

The context is: I am about to drive my car. The car's steering wheel has not been turned for 2 seconds. In the first 2 seconds, the car spun. The first 2 seconds"
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,"

The correct choice is: B. Beth found the fireflies ate.

The context is: Anne had her pet squirrels run away. Anne was worried her squirrels were missing. Anne's dog, Rover, chased the squirrels to her house. The hypothesis choice are: A. Anne found Rover"
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,"

The correct answers are A and B.

You can see from this case that both A and B are possible answers based on context, just not the correct ones.

There is one exception, but only one. Context and evidence are the same thing. You can't just read the context to know"
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,"

The correct choices are A and B. Let's do some simple reasoning. We've established our premise. In the next moment you should be able to figure out which is the correct answer. But first let's see why these choices are acceptable.

For the question about the condition of the car, we"
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1," C. I went to the store and looked for another dresser.

The correct choices are: A. I went shopping and bought more groceries. B. C. I went to the store and looked for another dresser.

The context is: I asked a neighbor to look. We noticed an empty"
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,"

The correct choices are: A. One of the balls came loose. B. He lost control of the truck.

The context is: A friend of my brother passed away. Her name was Judy. I loved her and will always be grateful. She took her last breath on Friday, September 16th"
4140e766-050c-4811-887e-8b12e2be190d-1,"

The correct choices are: A. Dan hit something soft.

The context is: My dog has this behavior where he comes into my room with his hind feet up to go to the bathroom and then he turns around and goes back into his room! I really like my dog!

The hypothesis choice"
96996797-6369-4709-9841-6dae421189f6-1,"

The correct choice is: B. His mom made him be a tutor.

In each case, the hypothesis choice are from the right hand side. There is no choice needed from the left hand side.

Now, let's get the logic of the correct answer for each test example.

"
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,"

The correct choice is: A. Along the winding lane she saw apple trees.

Next, I will give you a pair of examples to test. The context is: The cat was found in the bathtub and they rushed to the hospital. The hypotheses are: A. The cat is dead. B"
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,"

The correct choice is: A. Mike decided to be outside in the cold.

The context is: His skin was always chapped since he spent his time in the cold. Mike wouldn't have to be out in the cold anymore. The hypothesis choices were: A. Mike decided to find something."
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1," That's it, I don't need another mechanic.

The correct choice in this example is: A. There was an overheating spark plug problem. B. My motor ran great Turner is driving his car in the opposite direction

The context is:575 cars were sold in this week. The car was"
22577f17-e744-4fa0-a8e7-ae764842498c-1,"

The correct answer is A. Gina did have to use the restroom.

The context is: The sun went down. A big rainstorm began. A storm came in and dumped over four feet of rain on the city. When the big rain calmed down, the city was flooded again.

The"
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,"

I think the correct choices are: A. She got there late.

Next I'm going to give you an example for test. The context is: A girl in college found a boyfriend for the summer. After weeks of trying to talk to guys, the one girl at their school finally had a chance"
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,"

The correct choice for the correct hypothesis is: B. The missing poster of the lost kitten was stuck to the pole.

So after these 4 tests you may be getting a feeling of confidence about the hypothesis choices. You should feel that they are the most likely and are the best choicesChart 4, I"
ff38d303-fc0d-498f-9342-e193a85cffb5-1,"

The correct choices are: A. Jimmy had plenty of novocaine already. B. Jimmy was not bold.

The example for test is also quite brief and simple because you already know the situation. Let's have a discussion on why it is wrong.

The context for test is: Billy"
e2930580-f202-4f81-b00a-57082c17fd9c-1,"

The correct choice is: A. She quit video games.

The context is: The professor was always getting tired of giving lectures. They were boring. The last time was in 3 days.

To test this hypothesis, I gave his lecture as examples, ""how do you make a short film"
40ceae28-9539-4b79-94b8-bc3314d479a6-1,"

The correct choice is A. Jorge asked his father one day for the recipe.

The context is: This will be the worst day of my life. I am going to die.

The hypothesis choices are: A. When I was younger, I felt I worked harder than anyone else. B"
71770122-dc12-4954-84d5-273e789321e32,"

The correct choice is: B. Jenny rode a horse all day.

The context is: I like to go for a swim after a full day's practice. If I was tired and needed a break, I would come for a swim, too. The hypothesis choices are: A. The warm water"
dd50749a-103a-4348-80e7-f23d88bad4a9-1,"

The correct choice is A. He was smart and knew the information.

For the following items, please choose the alternative choice as you think most fit your context.

How would you answer the following test with examples?

Evan forgot to study but the teacher and classmates thought he was smart"
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,"

The correct choice is: B. I rented a comedy instead of a horror movie.

The context is: I can afford things that normal people cannot afford. The hypothesis choices are: A. I think I can afford this. B. I know I can afford this.

The correct choice is"
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,"

The correct choice is, A. The man saw a kid that needed help.

You will notice that all of the examples have a difference in the context of the story. If I were to tell you that two people saw a kid, all of the examples you have heard would give you a different story"
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,"

The correct choice is: A. Bill gave the landlord a notice to vacate.

Next, I will give you for test. The same as scenario 2 above, the context is: Bill idealized his role as a teacher. His role is very unique and he has little experience. His job has"
5d0297ab-96c9-48ba-a71d-0da91c57a8ff-1,"

The correct choice is: B. Mother asked me to make chicken soup.

Next, I will give you an example for test. The context is: My family likes to sing songs. I think some of them need to be changed.

The hypothesis choices are: A. I should choose songs"
23a791d7-8563-416c-8768-c29df02554bc-1,"

The correct choice is. A. The tree was vibrant until it died and it got a lot brighter after that. B. I wasn't able to go and purchase a tree.

The context is: I was the only person in our family that didn't get to experience the holidays like our dad and"
eb3c880b-ca0e-41a4-aa8c-3e602ed593c01,"

The correct choice is: B. Showers make me sleepy.

The context is: I will not go to sleep without ice in my hands. That's why I usually only have four ice cubes in my ice box.

The choice is: A. I had a heart attack. B."
44a68868-fdf2-4be3-93ad-86599c342dce-1," There were hundreds at the party.

The correct choice is: A. Susan listened to her doctor and learned she was lactose intolerant.

The context is: A young woman found her cell phone at the restaurant. The owner was asleep. The hypothesis choices are: A. Susan found her cell phone"
aa917ce0-43a2-46ff-bd14-5d5bdd574263-1,
237f8984-25de-4a4c-99a8-a99219f1d605-1," So, if it's a cat and a girl, it's her and he needs her.

The correct choice is: B. Lilly, our cat, bonded with the girl next door. I'm also going to give you 1 example for test. The context is: My sister is a senior at the University"
