story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,"
Scenario A is: Jane was a professor teaching piano to students. Scenario B is: Jane was a professor teaching piano to students."
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,"
Scenario A is: Nate's summer was a blast! Scenario B is: Nate's summer was a blast!"
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,"
Scenario A is: Anne decided to cut out carbs from her diet. Scenario B is: Anne decided to cut out carbs from her diet."
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,"
Scenario A is: Dan's neighbors know him for having a strange pet. Scenario B is: Dan's neighbors know him for having a strange pet."
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2
The correct scenario is Scenario B."
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,"
Scenario A is: Tom and Charles had a lot of fun working together. Scenario B is: Tom and his friend had a lot of fun working together."
a16ce8ce-9f32-441a-8113-6997d8988ece-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2
The correct scenario is Scenario A."
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2"
903210da-9c27-4efb-b546-b3af848a153d-1,"
Scenario A is: The girls were killed by ISIS. Scenario B is: The girls were killed by ISIS."
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,"
Scenario A is: Beth caught two fireflies in a jar. Scenario B is: Beth caught two fireflies in a jar."
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,"

The more likely scenario is Scenario A."
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,"
Scenario A is: O1 O2 O2
Scenario B is: O1 O2 O2"
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,"
Scenario A is: I noticed my dresser was getting empty. I went shopping and bought more groceries. My dresser was completely full once again.
Scenario B is: I noticed my dresser was getting empty. I decided to get some new clothes. My dresser was completely full once again.

The reasoning"
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,"
Scenario A is: Frank's friend truck went off the road into the lake. Scenario B is: Frank's friend truck went off the road into the lake."
4140e766-050c-4811-887e-8b12e2be190d-1,"
Scenario A is: Dan hit a sewage pipe. Scenario B is: Dan's shovel hit something soft."
96996797-6369-4709-9841-6dae421189f6-1,"
Scenario A is: Bobby was having trouble in Algebra. Scenario B is: Bobby was having trouble in Algebra.
The more likely scenario is Scenario A."
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2"
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2"
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,"
Scenario A is: My race car sounded like it needed a new engine. I determined the bad sound came from worn out spark plugs, which I then replaced. My engine ran great again and I save money. Scenario B is: My race car sounded like it needed a new engine. My mechanic checked out"
22577f17-e744-4fa0-a8e7-ae764842498c-1,"
Scenario A is: Gin's climbed through a window to get into her house. Scenario B is: Gin's brothers got stuck in the basement window."
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2"
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,"
Scenario A is: O1 H1 O2 Scenario B is: O1 H2 O2"
ff38d303-fc0d-498f-9342-e193a85cffb5-1,"
Scenario A is: Jimmy did not feel a thing and the procedure went smoothly. Scenario B is: Jimmy was very bold."
e2930580-f202-4f81-b00a-57082c17fd9c-1,"

Scenario A is: Cynthia really loved video games. She quit video games and started walking. After just a few months she had lost the weight. Scenario B is: Cynthia really loved video games. She played for hours every day. After just a few months she had lost the weight."
40ceae28-9539-4b79-94b8-bc3314d479a6-1,"
Scenario A is: Jorge has always wanted to learn his father's famous recipe for beans. Scenario B is: Jorge has always wanted to learn his father's famous recipe for beans."
71770122-dc12-4954-84d5-273e789321e32,"
Scenario A is: Jenny was scared of the horse. Scenario B is: Jenny rode a horse all day."
dd50749a-103a-4348-80e7-f23d88bad4a9-1,"
Scenario A is: Evan forgot to study for his math test. Scenario B is: Evan took his test by himself."
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,"
Scenario A is: I wanted to do a different thing than the usual. I rented a comedy instead of a horror movie. I brought the movie home and watched the whole thing. Scenario B is: I wanted to do a different thing than the usual. I decided to get the movie my friend suggested but"
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,"
Scenario A is: The man saw a kid that needed help there. Scenario B is: The man was sitting on the plane.

The reasoning behind Scenario A is that it is more likely that the man saw a kid that needed help, as opposed to the kid intentionally spilling a drink on the"
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,"
Scenario A is: Bill was late on the rent. Bill gave the landlord a notice to vacate. He had to move out within the month. Scenario B is: Bill was late on the rent. Bill was told pay or you have to move. He had to move out within the month."
