story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,Option A
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,H1
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,H1
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,Scenario A
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,Scenario A
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,H1
a16ce8ce-9f32-441a-8113-6997d8988ece-1,Scenario A
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,H1
903210da-9c27-4efb-b546-b3af848a153d-1,The girls become involved with ISIS
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,H1
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,Scenario A
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,Scenario A
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,H1
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,Scenario A
4140e766-050c-4811-887e-8b12e2be190d-1,H1
96996797-6369-4709-9841-6dae421189f6-1,Option A
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,Scenario A
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,H1
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,Scenario A
22577f17-e744-4fa0-a8e7-ae764842498c-1,Scenario A
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,H1
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,Scenario A
ff38d303-fc0d-498f-9342-e193a85cffb5-1,H1
e2930580-f202-4f81-b00a-57082c17fd9c-1,H1
40ceae28-9539-4b79-94b8-bc3314d479a6-1,H1
71770122-dc12-4954-84d5-273e789321e32,H1
dd50749a-103a-4348-80e7-f23d88bad4a9-1,H1
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,I decided to do a different thing than the usual
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,H1
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,H1
5d0297ab-96c9-48ba-a71d-0da91c57a8ff-1,H1
23a791d7-8563-416c-8768-c29df02554bc-1,Scenario A
eb3c880b-ca0e-41a4-aa8c-3e602ed593c01,H1
44a68868-fdf2-4be3-93ad-86599c342dce-1,Scenario A
aa917ce0-43a2-46ff-bd14-5d5bdd574263-1,Scenario A
237f8984-25de-4a4c-99a8-a99219f1d605-1,Scenario A
fd33b1f3-83ad-4947-995e-9d1d69be059f-1,H1
8004aded-0087-4023-9f7e-745ec3242ac1-1,H1
7f6a1dae-f4db-4cf3-8038-f4004c17dca1-1,Scenario A
7e890b79-8562-4a6a-bf77-529ee329742a-1,H1
22dfb240-ff3c-4135-9e91-444e44ec1228-1,H1
3a52741d-0dd9-4b2f-b79d-9449e3dc98cd-1,Scenario A
da41ccbd-0303-40c2-a26e-9a718a278df9-1,Scenario A
2333fbe7-309c-413d-8cd4-67ce80eaca90-1,H1
d0c35739-190f-4945-8bfa-b700c6889a1b-1,H1
e4ad0eb1-ed43-4f41-923c-8f1b272570ef-1,H1
89e7a088-44f7-4180-b8fe-7e150e962a38-1,Scene A
9009a9c5-a5ea-4281-b5ad-1d413bc27ee9-1,H1
1d1c4d93-6915-4282-844c-83ae6a375840-1,Scenario A
fca2884b-c607-4b59-a086-2ba021ca0d53-1,H1
87c3e711-0f34-4620-b1d7-c33436b52546-1,H1
6bdd3686-e49e-4e83-869d-bed942e3e83d-1,Scenario A
2739d4b2-9721-4239-a6ff-6e04d45c4bbe-1,Scenario A
5667a8aa-a8e0-4055-bdf9-8815e6fe1145-1,Scenario A
4a68a83f-5da7-4b52-95f4-a6aeaa33927b-1,H1
8cd5c023-1bd7-4821-bd29-26bb06a35ddf2,Scenario A
f15ddccd-7a21-45c3-ab3f-241ef3b2e4d31,I threw up from the pumpkin bars once
03e9bbf0-9783-4c1a-b00c-625d3a59805d-1,Scenario A
0f797de2-3d82-46d1-a370-c278a36ad7851,H1
bf8b9f77-692d-4873-a7e5-30dec273eb4d2,H1
963d3ae8-43ee-424f-afd2-9d225624201f-1,Scenario A
5348daea-021f-4210-92ae-a0a52b576705-1,H1
f15ddccd-7a21-45c3-ab3f-241ef3b2e4d32,Option A
547e9231-6b71-4cd3-8a82-0d597c315a4a-1,H1
be0c5b83-6c8d-40a3-8e0e-e2d9f159f419-1,Scenario A
8cd70d09-7bad-44ce-8681-101645b5e825-1,H1
76fcb242-5a93-4526-a0d0-1e1daaa6c704-1,H1
36a44b73-6d19-4fee-bd61-fc600e874248-1,Scenario A
67041fdb-5cfa-48f4-9ab9-130a7b1be603-1,Scenario A
59888f4b-4a47-45cc-aaa6-c4a7a7dfe8dc-1,H1
18911d29-c93d-4721-aaee-4d395926e7a8-1,Scenario A
cd2880c6-3e1c-41c5-854d-3b73e2a0ebe21,H1
106f0b8f-a795-4388-9f40-fe7134bc2946-1,H1
bc18f305-4f3b-4296-a5ff-702dd706322c1,H1
a10dc43b-43f8-4702-8286-c20d23b68336-1,Option A
20976b75-b949-4b8a-be45-c733eb7f6539-1,Scenario A
bf8b9f77-692d-4873-a7e5-30dec273eb4d1,Option A
95bb42a0-a3f4-462a-8264-329cb40c772d-1,H1
0d976432-4844-4b5a-b9e0-7af3c174848e-1,H1
c8ac86f3-0c8d-430f-96a8-d1374c9c37ff-1,Scenario A
84c4e8a7-a4b4-4ae9-b9a0-9905ea57bc54-1,Scenario A
b751714c-5e34-43ac-8e70-c675bddc613c-1,H1
b95911a4-c63d-4ec9-ac5b-37c8b579fcd2-1,H1
9ea7e913-c437-47e6-9b53-2bf8b324f7e2-1,Scenario A
0a14cd78-254b-4adf-9ca2-da0f4cb6328b-1,Scenario A
f80d9033-bd3c-49c1-bcf1-6ec9e92f9b83-1,H1
c230bca2-9977-4ca5-9011-3d56a42b5f88-1,H1
bf00abac-541b-4853-8e54-f1ef31f5f356-1,H1
384e9eda-8f62-480d-9988-4efb26155f35-1,H1
ea08ac25-ece5-45f9-bebf-3c02eb6940cf-1,Scenario A
896a1b17-2dd1-4f0e-9168-7146939f6dcd2,Scenario A
6e1aafc7-0f31-410c-9040-9bb325450602-1,H1
d12c4ece-930d-40d6-85ea-9112993f3e331,H1
556671c0-e3b5-4407-807b-bc80c524130d-1,H1
97b6825e-0468-4ce7-bbe9-6eb331a6009c-1,Scenario A
557955c2-8f27-45e0-ae02-498f57755531-1,Scenario A
7e8df602-b632-4595-967c-fe982b643f3b-1,H1
70629f1f-b629-40b9-8783-ea04509127a0-1,Scenario A
6015f416-2703-4d14-937f-5612841d04452,Scenario A
69742aaa-ec73-4354-9de2-2ee4f8e19ec11,H1
c350c383-6703-4c81-b61e-1f403481a42b-1,H1
66b40ad4-25b1-4c11-b71f-caaf7680df20-1,H1
530a7f9f-c8b5-4b26-a5f5-0bf05d79d08e-1,Scenario A
c2e81e75-d199-44cc-a0a1-761886e7c0a6-1,Scenario A
dbd846d5-0a95-4532-9c0a-89d1c1f2df6b-1,H1
bede6f42-250a-44ba-8ffe-cf50afb11cd4-1,H1
2b942f74-386c-4e70-acea-cd8c3722370f-1,Scenario A
631e2896-258e-4ddb-af34-b52757f8415c-1,Scenario A
75f6ea49-b31c-4577-aa20-f493e0eba1c8-1,H1
8d184896-38b8-4cde-91f5-b17cb2390d3d1,Scenario A
8227f76a-cb7a-48eb-8a69-c715e91fb072-1,Scenario A
c0dcff62-44e2-422a-aaef-923beb31b1a3-1,Scenario A
0baf6a77-c910-45af-b87b-bc8707528c51-1,Scenario A
75d3389d-55f9-491b-9883-f56bf952c7ba-1,Scenario A
16537cae-b01b-499e-ae45-fe35406f9422-1,Scenario A
32ef5e38-f9bd-4f28-8fbb-cd7771a08e59-1,Scenario A
d606cdaa-515c-4d65-a9f6-947f8d13432a-1,Scenario A
999d9ada-3ccd-4e1d-a971-4d93789aa4aa-1,The correct scenario is: O1 H1 O2
0081e6ba-0d00-4091-a7b6-5c0fe7d857b3-1,H1
2851728a-131d-4fe3-b88a-90cffa01379c-1,H1
2168b3ee-7975-4072-83c8-f29b809c243b-1,H1
f963b993-a48b-4390-9464-fbae5f86b518-1,Donald's opponent was more popular
b4adfbf4-2e20-44ca-8e65-036142b4078c-1,H1
37493eb8-ba2e-4cb3-b270-9da5bdbf8e65-1,Scenario A
0047de81-b7cf-43a0-9f5b-176491b985bb-1,Scenario A
7f6f41a9-0028-4f8d-b4ec-bcc390591a78-1,H1
e6062c32-f1eb-4026-95fc-6cc2db46f70d-1,H1
15bdf14b-7fba-43e7-b53e-184ce389a588-1,H1
fea12618-5110-4c33-9b89-296d32928aed-1,Scenario A
1540800d-0dfb-4bdd-bad0-aed0ca89df54-1,Scenario A
99937112-691b-440b-8b49-0083e36796d8-1,H1
b6808ad4-57de-4975-b75e-b2b9e5b5cd1e-1,H1
ca6b1a16-e9db-466d-8f90-9b2ed062aa5c-1,The city hired contractors to build the mall.
d313ed5f-56c3-40ee-918a-efeef6818d882,Scenario A
87aeeeb4-ca43-4587-ad93-056dea97f0ba-1,B
37b3f8a3-3b87-498c-9be0-daaf96e10b89-1,H1
171af203-8619-458c-9cc8-ca5f6107a49b-1,I cheered wildly
23beb5ae-0916-466d-b67f-624d80026558-1,H1
1b2c8960-b846-49a4-a8a3-46d429f4c4b2-1,H1
3d04c8a4-67ea-4364-8391-f0265adc2117-1,Scenario A
