story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,A.
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,A. Nate spent the summer traveling and partying. B. Nate decided to spend the entire summer working in the Mines. The correct hypothesis is A.
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,A. Anne started losing weight and soon wasn't very hungry. The correct hypothesis is A.
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,A.
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,B.
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,A. His buddy Charles was already there. Tom applied for a job at a call center. Tom and his friend had a lot of fun working together. The correct hypothesis is A.
a16ce8ce-9f32-441a-8113-6997d8988ece-1,B. He called someone online an asshole. is the only possible explanation. The correct hypothesis is B.
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,A. Tom's business plan made money for the hotel. The correct hypothesis is A.
903210da-9c27-4efb-b546-b3af848a153d-1,The boyfriends were in ISIS. The boyfriends were killed by ISIS. The correct hypothesis is B.
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,B. beth found the fireflies dead.
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,B.
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,The car was in great condition is a rephrase of the car was in great condition. The correct hypothesis is A.
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,B. I decided to get some new clothes. is the only possible answer. The correct hypothesis is B.
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,A. One of the balls came loose and he lost control of the truck. The correct hypothesis is A.
4140e766-050c-4811-887e-8b12e2be190d-1,A. Dan hit a pipe. Dan's shovel hit something soft. The correct hypothesis is B.
96996797-6369-4709-9841-6dae421189f6-1,A. Bobby singed up for a tutoring class. The correct hypothesis is A.
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,B.
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,A. Mike decided to get a new job inside of a building. The correct hypothesis is A.
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,A. is the only possible explanation because the sentence is talking about a car and not a person. The correct hypothesis is A.
22577f17-e744-4fa0-a8e7-ae764842498c-1,B.
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,A. She got there late. Sally saw her friend ally at the beach. The correct hypothesis is A.
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,A. Julie read a flyer attached to a pole. It was about a lost dog. The correct hypothesis is A.
ff38d303-fc0d-498f-9342-e193a85cffb5-1,A. Jimmy got plenty of novocaine for the procedure. The correct hypothesis is A.
e2930580-f202-4f81-b00a-57082c17fd9c-1,B.
40ceae28-9539-4b79-94b8-bc3314d479a6-1,A. Jorge asked his father one day for the recipe. The correct hypothesis is A.
