story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,Does one of the hypothesis contradict the context? No. Jane was a professor teaching piano to students. Jane spent the morning sipping coffee and reading a book. The context is better explained by hypothesis B.
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,A. Nate spent the summer traveling and partying. Nate had the summer off before college. The context is better explained by hypothesis A.
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,A. Anne started losing weight and soon wasn't very hungry. The context is better explained by hypothesis A.
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,A. Dan adopted a pig. Dan is glad to have his pet pig be a part of his family. The context is better explained by hypothesis A.
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,"B. After reading many books, he needed to take classes to learn hands on tactics. The context is better explained by hypothesis B."
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,A. Tom applied for a job at a call center because his buddy Charles was already there. The context is better explained by hypothesis A.
a16ce8ce-9f32-441a-8113-6997d8988ece-1,Does one of the hypothesis contradict the context? No. He called someone online an asshole is not the reason he was banned. The context is better explained by hypothesis B.
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,A. Tom's business plan made money for the hotel. The context is better explained by hypothesis A.
903210da-9c27-4efb-b546-b3af848a153d-1,Does one of the hypothesis contradict the context? No. The context is better explained by hypothesis B.
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,B. Beth found the fireflies dead. Beth caught two fireflies in a jar. It turned out they never survive when caught. The context is better explained by hypothesis B.
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,B. He got away from his master and was trailing his leash.
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,A. The car was in great condition. We look forward to renting from that same car company again. The context is better explained by hypothesis A.
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,B. I decided to get some new clothes. I noticed my dresser was getting empty. My dresser was completely full once again. The context is better explained by hypothesis B.
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,A. One of the balls came loose and he lost control of the truck. The context is better explained by hypothesis A.
4140e766-050c-4811-887e-8b12e2be190d-1,A. Dan hit a pipe. Dan sniffed the air and realized he'd struck a sewage pipe. The context is better explained by hypothesis A.
96996797-6369-4709-9841-6dae421189f6-1,A. Bobby singed up for a tutoring class. The context is better explained by hypothesis A.
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,B. Fran found some road kill and took it home. The context is better explained by hypothesis B.
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,Does one of the hypothesis contradict the context? No. Mike wouldn't have to be out in the cold anymore because he decided to get a new job inside of a building. The context is better explained by hypothesis A.
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,"A. I determined the bad sound came from worn out spark plugs, which I then replaced. The context is better explained by hypothesis A."
22577f17-e744-4fa0-a8e7-ae764842498c-1,Does one of the hypothesis contradict the context? No. Gin's brothers raced each other to the basement window because they wanted to get into the house. The context is better explained by hypothesis B.
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,Does one of the hypothesis contradict the context? No. Ally went to the beach. Sally had to go home. The context is better explained by hypothesis B.
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,A. Julie read a flyer attached to a pole. It was about a lost dog. The context is better explained by hypothesis A.
ff38d303-fc0d-498f-9342-e193a85cffb5-1,A. Jimmy got plenty of novocaine for the procedure. The context is better explained by hypothesis A.
e2930580-f202-4f81-b00a-57082c17fd9c-1,Does one of the hypothesis contradict the context? No. She played for hours every day. The context is better explained by hypothesis B.
40ceae28-9539-4b79-94b8-bc3314d479a6-1,A. Jorge asked his father one day for the recipe. The context is better explained by hypothesis A.
71770122-dc12-4954-84d5-273e789321e32,Does one of the hypothesis contradict the context? No. Jenny wanted to learn how to ride a horse. She decided to come back soon for another fun lesson. The context is better explained by hypothesis B.
dd50749a-103a-4348-80e7-f23d88bad4a9-1,A. Evan was smart and knew the information. The context is better explained by hypothesis A.
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,Does one of the hypothesis contradict the context? No. I decided to get the movie my friend suggested but I didn't think I'd like. The context is better explained by hypothesis B.
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,A. The man saw a kid that needed help there. The context is better explained by hypothesis A.
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,Does one of the hypothesis contradict the context? No. Bill was told pay or you have to move. The context is better explained by hypothesis B.
5d0297ab-96c9-48ba-a71d-0da91c57a8ff-1,Does one of the hypothesis contradict the context? No. Mother asked me to make chicken soup is more likely. The context is better explained by hypothesis B.
23a791d7-8563-416c-8768-c29df02554bc-1,B. I was not able to go and buy a tree. The context is better explained by hypothesis B.
eb3c880b-ca0e-41a4-aa8c-3e602ed593c01,B. Doing what you love is important. I love taking long warm showers. That's why I take two of them every day. The context is better explained by hypothesis B.
44a68868-fdf2-4be3-93ad-86599c342dce-1,Does one of the hypothesis contradict the context? No. A. Susan listened to her doctor and realized she was lactose intolerant. The context is better explained by hypothesis A.
aa917ce0-43a2-46ff-bd14-5d5bdd574263-1,B. But she acted nice to everyone else. The context is better explained by hypothesis B.
237f8984-25de-4a4c-99a8-a99219f1d605-1,Does one of the hypothesis contradict the context? No. The neighbor doesn't like our cat because it gets in his yard. The context is better explained by hypothesis A.
fd33b1f3-83ad-4947-995e-9d1d69be059f-1,Does one of the hypothesis contradict the context? No. My wife went to a Christmas bazaar so she entered some raffles. The context is better explained by hypothesis A.
8004aded-0087-4023-9f7e-745ec3242ac1-1,B. Liam worked odd jobs in his spare time. He saved his money for a new game. The context is better explained by hypothesis B.
7f6a1dae-f4db-4cf3-8038-f4004c17dca1-1,Does one of the hypothesis contradict the context? No. Kelly was able to score two goals at the beginning. The context is better explained by hypothesis A.
7e890b79-8562-4a6a-bf77-529ee329742a-1,Does one of the hypothesis contradict the context? No. Adam was happy at his friends generosity because his friends felt bad and gave them some of their food. The context is better explained by hypothesis A.
22dfb240-ff3c-4135-9e91-444e44ec1228-1,B. Mark plays guitar everyday. He has practiced a lot. The context is better explained by hypothesis B.
3a52741d-0dd9-4b2f-b79d-9449e3dc98cd-1,Does one of the hypothesis contradict the context? No. Tina was not broke. She was just whining about being broke. The context is better explained by hypothesis A.
da41ccbd-0303-40c2-a26e-9a718a278df9-1,Does one of the hypothesis contradict the context? No. Mary hit a mailbox and damaged her front quarter panel. The context is better explained by hypothesis A.
2333fbe7-309c-413d-8cd4-67ce80eaca90-1,B. It was Jon's turn to bat.
d0c35739-190f-4945-8bfa-b700c6889a1b-1,Does one of the hypothesis contradict the context? No. Randy had never eaten anything so good before because he was trying Indian food for the first time. The context is better explained by hypothesis B.
e4ad0eb1-ed43-4f41-923c-8f1b272570ef-1,B. Harry saw a girl he liked. Harry went to the sock every day to relax and watch the sunset. He talked with her instead and made a good friend. The context is better explained by hypothesis B.
89e7a088-44f7-4180-b8fe-7e150e962a38-1,Does one of the hypothesis contradict the context? No. Jason saw a huge crowd gathered in a park. But fights broke out in the crowd too and surprised Jason. The context is better explained by hypothesis B.
9009a9c5-a5ea-4281-b5ad-1d413bc27ee9-1,A. The promotion was unexpected because the boss quit and gave me her job. The context is better explained by hypothesis A.
1d1c4d93-6915-4282-844c-83ae6a375840-1,B. He was sorry for taking so long to pay the money back. The context is better explained by hypothesis B.
fca2884b-c607-4b59-a086-2ba021ca0d53-1,B. We relaxed on the beach for a week. We cannot wait to go back to Jamaica. The context is better explained by hypothesis B.
87c3e711-0f34-4620-b1d7-c33436b52546-1,B. I fell off and broke my arm. I was playing on top of the monkey bars one day. I had to go to the hospital. The context is better explained by hypothesis B.
6bdd3686-e49e-4e83-869d-bed942e3e83d-1,A. Michael had a bad trip to the casino.
2739d4b2-9721-4239-a6ff-6e04d45c4bbe-1,"A. I did not wait to get going, I just jumped in. The context is better explained by hypothesis A."
5667a8aa-a8e0-4055-bdf9-8815e6fe1145-1,"Does one of the hypothesis contradict the context? No. I set up my coffee pot for coffee in the morning. Now, I make coffee everyday without a mess. The context is better explained by hypothesis A."
4a68a83f-5da7-4b52-95f4-a6aeaa33927b-1,"Does one of the hypothesis contradict the context? No. Kelly was excited to attend a One Direction concert. Just as she thought, they were super nice. The context is better explained by hypothesis A."
