story_id,answer
87aa0983-9b84-48b1-86ff-160b1567487c-1,A.
dfc8584e-13fe-4e26-bdf6-2485e90ef29d-1,Nate spent the summer traveling and partying. He had a blast.
bac4a9c0-be9c-41d3-bb5c-474a1aa7a78b-1,A.
e8a69a76-5ab1-4b00-b442-80d33c6e12cd-1,A.
78dd77c9-99e3-4977-89d7-bfd8f8de1504-1,"After reading many books, he needed to take classes to learn hands on tactics. So the answer is B."
8d12101b-5a38-4bde-9366-c9ca32514f9c-1,His buddy Charles was already there. Tom applied for a job at a call center. Tom and his friend had a lot of fun working together. The answer: A.
a16ce8ce-9f32-441a-8113-6997d8988ece-1,League of Legends is a video game. Video games have rules. The rules state that you can’t call someone an asshole. The answer: B.
a447195b-bd1c-4793-9b9c-c2d5ab7806f9-1,"Tom's business plan made money for the hotel. So, the answer is A."
903210da-9c27-4efb-b546-b3af848a153d-1,The girls become involved with ISIS. The boyfriends were killed by ISIS. The answer: B.
582c4ec8-b1d4-4eac-a080-bc5e37e609cd-1,The fireflies were dead because they never survive when caught. The answer: B.
67079c75-ce1f-4ff4-92ed-220f3cc1cde4-1,B.
bb63a874-2cf1-4ffc-8f75-b403c0b26be52,The car was in great condition. We look forward to renting from that same car company again.
5387f126-41d3-4e7d-9027-72cf0a6c52a0-1,B.
3a317d9a-06fd-4363-80d8-e0be38097d0d-1,"A. One of the balls came loose and he lost control of the truck. So, the answer is A."
4140e766-050c-4811-887e-8b12e2be190d-1,Dan hit a pipe is the only explanation that makes sense. The answer: A.
96996797-6369-4709-9841-6dae421189f6-1,A tutoring class would help Bobby with his Algebra. The answer: A.
dffc1dd8-40d1-4ad8-b437-b154915783c8-1,B.
2f421a84-5dbc-4fa8-a421-b0d0113de02a-1,Mike decided to get a new job inside of a building. So the answer is A.
eb7720a7-c234-4cb6-ae50-55768d70d5aa-1,A.
22577f17-e744-4fa0-a8e7-ae764842498c-1,Gina had to use the restroom. So she climbed through a window to get into her house. Her brothers raced each other to the one in the basement. The answer: A.
9aa8eeaa-d8e4-4989-bd67-5353513a8140-1,Sally saw her friend ally at the beach. So the answer is B.
9fa532d3-daeb-4269-8f04-71a0b6035fb9-1,A. Julie read a flyer attached to a pole. It was about a lost dog.
ff38d303-fc0d-498f-9342-e193a85cffb5-1,"Jimmy got plenty of novocaine for the procedure. So, the answer is A."
e2930580-f202-4f81-b00a-57082c17fd9c-1,A.
40ceae28-9539-4b79-94b8-bc3314d479a6-1,A. Jorge asked his father one day for the recipe.
71770122-dc12-4954-84d5-273e789321e32,Jenny was not scared of the horse. She decided to come back soon for another fun lesson. The answer: B.
dd50749a-103a-4348-80e7-f23d88bad4a9-1,Evan was smart and knew the information. Evan was smart and knew the information. The answer: A.
3b2a458e-3967-4eb6-acf9-1b56c6fc23b0-1,A. I rented a comedy instead of a horror movie. So the answer is A.
b3af4672-cc20-4816-84c9-6fd833b9beb1-1,"A. The man saw a kid that needed help there. So, the answer is A."
4c71ab31-31f0-4ada-900b-c61b996a15b2-1,Bill was late on the rent. He had to move out within the month. The answer: B.
5d0297ab-96c9-48ba-a71d-0da91c57a8ff-1,Chicken soup is a traditional Thanksgiving dish. Soup is easy to make and everyone loves it. The answer: B.
23a791d7-8563-416c-8768-c29df02554bc-1,B.
